x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,sign
0.6767202615737915,0.784855842590332,0.5412311553955078,0.7037265300750732,0.48313942551612854,0.5778185129165649,0.4536510109901428,0.4993569552898407,0.42745447158813477,0.43873652815818787,0.5554676055908203,0.41832539439201355,0.45709097385406494,0.34076523780822754,0.3882681131362915,0.29610177874565125,0.33071422576904297,0.26040685176849365,0.5777435898780823,0.4339785575866699,0.4582156538963318,0.3410155177116394,0.37538331747055054,0.28963276743888855,0.31280091404914856,0.25070905685424805,0.5872408747673035,0.4858248829841614,0.4673082232475281,0.3849409222602844,0.385694682598114,0.32114461064338684,0.3263629078865051,0.2675829827785492,0.5783588290214539,0.5689064264297485,0.47400468587875366,0.4744216799736023,0.4064026474952698,0.40521010756492615,0.35703063011169434,0.34619560837745667,hello
0.650688886642456,0.7877125144004822,0.5226989984512329,0.7379486560821533,0.4585012197494507,0.6336725354194641,0.4248303771018982,0.5557147264480591,0.40080249309539795,0.4823916554450989,0.5046311616897583,0.45434147119522095,0.4224631190299988,0.39482825994491577,0.37042465806007385,0.3621485233306885,0.3348718285560608,0.32286345958709717,0.5270868539810181,0.4462728798389435,0.42685651779174805,0.3613985478878021,0.35990965366363525,0.31804823875427246,0.3148438036441803,0.2741972804069519,0.5462416410446167,0.47549960017204285,0.4351344108581543,0.3969466984272003,0.366287499666214,0.3589414954185486,0.3205569088459015,0.3138493597507477,0.5568230748176575,0.5388060212135315,0.4780064523220062,0.48587462306022644,0.44480615854263306,0.49414077401161194,0.4260638952255249,0.5032010674476624,hello
0.6555420160293579,0.8007417917251587,0.5267460346221924,0.7446633577346802,0.46537601947784424,0.6367776393890381,0.4326152205467224,0.5570372343063354,0.404025673866272,0.4882541298866272,0.5158259272575378,0.4494988024234772,0.4327390789985657,0.3863515257835388,0.37729817628860474,0.35694724321365356,0.33879730105400085,0.3248358964920044,0.5373814105987549,0.44277438521385193,0.4362795948982239,0.35885822772979736,0.3692242503166199,0.3223932683467865,0.320893257856369,0.2914804518222809,0.5544576644897461,0.4735220670700073,0.443109393119812,0.3889857530593872,0.37554484605789185,0.34763872623443604,0.3278161883354187,0.3051941990852356,0.5592389106750488,0.538813054561615,0.4703475832939148,0.46451184153556824,0.420859158039093,0.4305236339569092,0.38472357392311096,0.39967384934425354,hello
0.6572701334953308,0.8075887560844421,0.5216289162635803,0.7460825443267822,0.45895320177078247,0.6407034993171692,0.42835405468940735,0.564102292060852,0.40282922983169556,0.49520841240882874,0.506123960018158,0.4348812997341156,0.41818881034851074,0.36947622895240784,0.3604867458343506,0.3375677466392517,0.3208058476448059,0.2986289858818054,0.5316380858421326,0.42631620168685913,0.4215782880783081,0.34174180030822754,0.3500305116176605,0.29726243019104004,0.2991882860660553,0.2575432062149048,0.5522075891494751,0.45797860622406006,0.4291151762008667,0.3816799521446228,0.35579878091812134,0.3334057927131653,0.30494415760040283,0.2852080762386322,0.5595691800117493,0.5247676372528076,0.4653998613357544,0.46345221996307373,0.4153473675251007,0.44467583298683167,0.37887048721313477,0.42915603518486023,hello
0.658115565776825,0.8064599633216858,0.5276532173156738,0.7587811946868896,0.4645882248878479,0.647579550743103,0.4326547384262085,0.5672651529312134,0.40740951895713806,0.4978744089603424,0.5076295733451843,0.4612768292427063,0.4266887605190277,0.40186256170272827,0.3794555068016052,0.38525646924972534,0.3484404981136322,0.3586660921573639,0.5345851182937622,0.4503195881843567,0.43601566553115845,0.36406075954437256,0.3713010549545288,0.33581608533859253,0.3273979425430298,0.3092787563800812,0.5565546751022339,0.475460410118103,0.44620293378829956,0.3929881751537323,0.3749803900718689,0.35221123695373535,0.3264371156692505,0.3095436692237854,0.5655589699745178,0.5337499976158142,0.4736591875553131,0.4705016016960144,0.4290950894355774,0.4718346893787384,0.4008198380470276,0.4753972887992859,hello
0.5455366969108582,0.7714813351631165,0.4647304117679596,0.7121922373771667,0.4162534773349762,0.6116774082183838,0.38634705543518066,0.5398962497711182,0.35802221298217773,0.4842139184474945,0.46181023120880127,0.45868003368377686,0.3750290274620056,0.3720471262931824,0.319530189037323,0.3212231397628784,0.2804977297782898,0.27579671144485474,0.468479722738266,0.4617059826850891,0.36790382862091064,0.35270005464553833,0.3063803017139435,0.28797096014022827,0.26070207357406616,0.2400004267692566,0.45922666788101196,0.48852071166038513,0.36032843589782715,0.3763226866722107,0.3031608462333679,0.3150440454483032,0.2617298364639282,0.26277831196784973,0.4344777762889862,0.5352978706359863,0.3583509027957916,0.4352788031101227,0.31638577580451965,0.3761548399925232,0.2861446440219879,0.3238634169101715,hello
0.7600082755088806,0.8080087304115295,0.7399196028709412,0.6906656622886658,0.7110510468482971,0.5743953585624695,0.6800287365913391,0.50413978099823,0.6467330455780029,0.459546834230423,0.7273180484771729,0.4709199368953705,0.6429017186164856,0.35433992743492126,0.581676185131073,0.3091968894004822,0.5404515266418457,0.2786639928817749,0.7226801514625549,0.49401354789733887,0.6120672225952148,0.35375574231147766,0.5497572422027588,0.28658241033554077,0.504408061504364,0.2375498265028,0.7002007365226746,0.5358433127403259,0.5944700241088867,0.382965087890625,0.5333086252212524,0.3035324513912201,0.4890955686569214,0.23969325423240662,0.6621929407119751,0.5901201963424683,0.5880943536758423,0.4599722623825073,0.5477156639099121,0.38791993260383606,0.5156325697898865,0.3288841247558594,hello
0.757393479347229,0.81017005443573,0.7324244976043701,0.6921095252037048,0.6964473128318787,0.5696649551391602,0.6569885611534119,0.4969514012336731,0.6131185293197632,0.4538055658340454,0.7191444039344788,0.469861775636673,0.6332364082336426,0.3499886691570282,0.5695586204528809,0.3040291368961334,0.5260362029075623,0.27247682213783264,0.717528223991394,0.49142029881477356,0.6063276529312134,0.35207831859588623,0.5418215990066528,0.2882746458053589,0.4944271445274353,0.24368280172348022,0.6972862482070923,0.533821165561676,0.5912983417510986,0.37947165966033936,0.5262355208396912,0.3032660484313965,0.47865018248558044,0.24303118884563446,0.6605976819992065,0.5898046493530273,0.5839323997497559,0.46031975746154785,0.5408007502555847,0.38889646530151367,0.5072833299636841,0.3307039141654968,hello
0.3793792128562927,0.8087178468704224,0.41976553201675415,0.6934847831726074,0.4253283739089966,0.5732769966125488,0.40883946418762207,0.47316160798072815,0.3821641206741333,0.405367374420166,0.38845986127853394,0.4818507432937622,0.30765995383262634,0.36443403363227844,0.25691550970077515,0.31296178698539734,0.22096922993659973,0.2783597409725189,0.35002776980400085,0.5065991878509521,0.265373170375824,0.3656591773033142,0.21517175436019897,0.3016883134841919,0.18043088912963867,0.2596130669116974,0.3051818013191223,0.5468408465385437,0.22698833048343658,0.4038328528404236,0.18559257686138153,0.332383930683136,0.15716630220413208,0.28188467025756836,0.25545650720596313,0.6048481464385986,0.20014344155788422,0.4782930612564087,0.17275892198085785,0.41548973321914673,0.15292949974536896,0.36452388763427734,hello
0.37197330594062805,0.8156510591506958,0.4124396741390228,0.7010138630867004,0.41691893339157104,0.5786378383636475,0.3981865644454956,0.47754034399986267,0.37336811423301697,0.40761539340019226,0.386578768491745,0.4900732636451721,0.3062741458415985,0.37094205617904663,0.25747764110565186,0.31925535202026367,0.22517044842243195,0.28474414348602295,0.3477534353733063,0.5133466720581055,0.2642502784729004,0.3711347281932831,0.2170817106962204,0.3062979280948639,0.18535830080509186,0.2644753158092499,0.30209746956825256,0.5521495938301086,0.22351855039596558,0.40971463918685913,0.184700608253479,0.3408241868019104,0.15895415842533112,0.29318684339523315,0.2515101134777069,0.6099991798400879,0.1907658874988556,0.4815191924571991,0.1613580882549286,0.41808372735977173,0.1406850814819336,0.3653130531311035,hello
